TS,label,value
2018-07-20_00:00:00,PP,5691.57
2018-07-21_00:00:00,PN,-5691.57
2018-07-22_00:00:00,N,0
2018-07-23_00:00:00,A,0
2018-07-24_00:00:00,A,0
2018-07-25_00:00:00,B,0
2018-07-26_00:00:00,N,0
2018-07-27_00:00:00,PP,5691.57
2018-07-28_00:00:00,PN,-5691.57
2018-07-29_00:00:00,N,0
2018-07-30_00:00:00,N,0
2018-07-31_00:00:00,N,0
2018-08-01_00:00:00,N,0
2018-08-02_00:00:00,N,0
2018-08-03_00:00:00,PP,5691.57
2018-08-04_00:00:00,PN,-5691.57
2018-08-05_00:00:00,N,0
2018-08-06_00:00:00,N,0
2018-08-07_00:00:00,B,0
2018-08-08_00:00:00,N,0
2018-08-09_00:00:00,N,0
2018-08-10_00:00:00,PP,5691.57
2018-08-11_00:00:00,PN,-5691.57
2018-08-12_00:00:00,N,0
2018-08-13_00:00:00,B,0
2018-08-14_00:00:00,A,0
2018-08-15_00:00:00,A,0
2018-08-16_00:00:00,N,0
2018-08-17_00:00:00,PP,5691.57
2018-08-18_00:00:00,PN,-5691.57
2018-08-19_00:00:00,N,0
2018-08-20_00:00:00,A,0
2018-08-21_00:00:00,A,0
2018-08-22_00:00:00,A,0
2018-08-23_00:00:00,N,0
2018-08-24_00:00:00,PP,5691.57
2018-08-25_00:00:00,PN,-5691.57
2018-08-26_00:00:00,N,0
2018-08-27_00:00:00,A,0
2018-08-28_00:00:00,B,0
2018-08-29_00:00:00,N,0
2018-08-30_00:00:00,N,0
2018-08-31_00:00:00,PP,5691.57
2018-09-01_00:00:00,PN,-5691.57
2018-09-02_00:00:00,N,0
2018-09-03_00:00:00,A,0
2018-09-04_00:00:00,N,0
2018-09-05_00:00:00,A,0
2018-09-06_00:00:00,N,0
2018-09-07_00:00:00,A,0
2018-09-08_00:00:00,A,0
2018-09-09_00:00:00,A,0
2018-09-10_00:00:00,N,0
2018-09-11_00:00:00,B,0
2018-09-12_00:00:00,N,0
2018-09-13_00:00:00,N,0
2018-09-14_00:00:00,B,0
2018-09-15_00:00:00,B,0
2018-09-16_00:00:00,B,0
2018-09-17_00:00:00,B,0
2018-09-18_00:00:00,N,0
2018-09-19_00:00:00,A,0
2018-09-20_00:00:00,A,0
2014-10-02_00:00:00,A,0.029999000000004
2014-10-03_00:00:00,A,0.009995000000004
2014-10-04_00:00:00,B,0
2014-10-05_00:00:00,A,0
2014-10-06_00:00:00,A,0
2014-10-07_00:00:00,B,0.029998000000006
2014-10-08_00:00:00,N,0.050004000000001
2014-10-09_00:00:00,N,0.050003000000004
2014-10-10_00:00:00,N,0.089995999999985
2014-10-11_00:00:00,A,0.010009999999994
2014-10-12_00:00:00,B,0
2014-10-13_00:00:00,A,0
2014-10-14_00:00:00,A,0.03999300000001
2014-10-15_00:00:00,A,0.069992000000013
2014-10-16_00:00:00,A,0.060012999999998
2014-10-17_00:00:00,N,0.019988999999981
2014-10-18_00:00:00,N,0
2014-10-19_00:00:00,N,0
2014-10-20_00:00:00,N,0
2014-10-21_00:00:00,A,0.020004
2014-10-22_00:00:00,A,0.050003000000004
2014-10-23_00:00:00,B,0.069992000000013
2014-10-24_00:00:00,N,0.020004999999998
2014-10-25_00:00:00,N,0
2014-10-26_00:00:00,N,0
2014-10-27_00:00:00,A,0.009994000000006
2014-10-28_00:00:00,B,0
2014-10-29_00:00:00,N,0
2014-10-30_00:00:00,B,0
2014-10-31_00:00:00,A,0.040008999999998
2014-11-01_00:00:00,B,0.069991999999985
2014-11-02_00:00:00,A,0.08000100000001
2014-11-03_00:00:00,N,0.029999000000004
2014-11-04_00:00:00,N,0.060012999999998
2014-11-05_00:00:00,B,0.089995999999985
2014-11-06_00:00:00,A,0.509995000000004
2014-11-07_00:00:00,N,0.660004000000015
2014-11-08_00:00:00,B,0.410002999999989
2014-11-09_00:00:00,N,0.399993999999992
2014-11-10_00:00:00,N,0.660004000000015
2014-11-11_00:00:00,B,0.55999700000001
2014-11-12_00:00:00,B,0.559997999999979
2014-11-13_00:00:00,B,0.600006000000008
2014-11-14_00:00:00,B,0.470000999999996
2014-11-15_00:00:00,A,0.299988000000013
2014-11-16_00:00:00,A,0.300003000000004
2014-11-17_00:00:00,N,0.71000699999999
2014-11-18_00:00:00,A,0.609999999999985
2014-11-19_00:00:00,A,0.640000000000015
2014-11-20_00:00:00,B,0.55999700000001
2014-11-21_00:00:00,A,0.389999999999986
2014-11-22_00:00:00,B,0.180007999999987
2014-11-23_00:00:00,B,0.189987000000002
2014-11-24_00:00:00,B,0.210007000000019
2014-11-26_00:00:00,N,0.919997999999992
2014-11-27_00:00:00,A,0.449996999999996
2014-11-28_00:00:00,B,0.360000000000014
2014-11-29_00:00:00,A,0.279999000000004
2014-11-30_00:00:00,B,0.240005999999994
2014-12-01_00:00:00,A,0.819991999999985
2014-12-02_00:00:00,B,0.940002000000021
2014-12-03_00:00:00,N,0.990005999999994
2014-12-04_00:00:00,A,0.910002999999989
2014-12-05_00:00:00,B,0.869995000000017
2014-12-06_00:00:00,N,0.550002999999975
2014-12-07_00:00:00,A,0.580002000000007
2014-12-08_00:00:00,A,0.899993999999992
2014-12-09_00:00:00,A,1.19000300000002
2014-12-10_00:00:00,N,1
2014-12-11_00:00:00,B,0.759994000000006
2014-12-12_00:00:00,A,0.870009999999979
2014-12-13_00:00:00,A,0.299988000000013
2014-12-14_00:00:00,A,0.360000999999983
2014-12-15_00:00:00,B,0.870010000000008
2014-12-16_00:00:00,A,0.899993999999992
2014-12-17_00:00:00,N,0.880005000000011
2014-12-18_00:00:00,N,0.839996000000014
2014-12-19_00:00:00,N,0.759994999999975
2014-12-20_00:00:00,N,0.419998000000021
2014-12-21_00:00:00,N,0.570007000000004
2014-12-22_00:00:00,A,1.28999399999998
2014-12-23_00:00:00,A,1.220001
2014-12-24_00:00:00,N,1.22000100000003
2014-12-25_00:00:00,N,1
2014-12-26_00:00:00,B,0.949996999999996
2014-12-27_00:00:00,N,0.510009999999994
2014-12-28_00:00:00,B,0.839995999999985
2014-12-29_00:00:00,N,1.75
2014-12-30_00:00:00,A,1.509995
2014-12-31_00:00:00,A,1.550003
2015-01-01_00:00:00,B,1.570007
2015-01-02_00:00:00,A,1.479996
2015-01-03_00:00:00,B,0.699996999999996
2015-01-04_00:00:00,N,0.430008000000015
2015-01-05_00:00:00,A,1.159988
2015-01-06_00:00:00,A,1.18000799999999
2015-01-07_00:00:00,A,0.929992999999996
2015-01-08_00:00:00,A,1.070007
2015-01-09_00:00:00,N,0.720000999999996
2015-01-10_00:00:00,B,0.419998000000021
2015-01-11_00:00:00,A,0.459992
2015-01-12_00:00:00,A,1.220001
2015-01-13_00:00:00,N,0.98001099999999
2015-01-14_00:00:00,B,0.679992999999996
2015-01-15_00:00:00,A,0.860000000000014
2015-01-16_00:00:00,A,0.94000299999999
2015-01-17_00:00:00,A,0.610000000000014
2015-01-18_00:00:00,A,0.679992999999996
2015-01-19_00:00:00,N,1.15000899999998
2015-01-20_00:00:00,A,1.300003
2015-01-21_00:00:00,A,1.31999200000001
2015-01-22_00:00:00,B,1.16000399999999
2015-01-23_00:00:00,A,1.41999799999999
2015-01-24_00:00:00,N,0.890000000000015
2015-01-25_00:00:00,A,0.919997999999992
2015-01-26_00:00:00,B,1.33000200000001
2015-01-27_00:00:00,N,1.19000199999999
2015-01-28_00:00:00,B,1.05999800000001
2015-01-29_00:00:00,N,0.949995999999999
2015-01-30_00:00:00,B,1.16999899999999
2015-01-31_00:00:00,A,1.02999800000001
2015-02-01_00:00:00,B,0.900010000000009
2015-02-02_00:00:00,A,1.35999999999999
2015-02-03_00:00:00,B,1.550003
2015-02-04_00:00:00,A,1.64999399999999
2015-02-05_00:00:00,N,1.74000600000002
2015-02-06_00:00:00,N,1.64999399999999
2015-02-07_00:00:00,B,0.960005999999993
2015-02-08_00:00:00,A,0.989990000000006
2015-02-09_00:00:00,A,1.47000199999999
2015-02-10_00:00:00,A,1.300003
2015-02-11_00:00:00,A,1.16000299999999
2015-02-12_00:00:00,A,0.909989000000024
2015-02-13_00:00:00,N,0.820006999999976
2015-02-14_00:00:00,A,0.410004000000015
2015-02-15_00:00:00,A,0.479996
2015-02-16_00:00:00,N,1.03999300000001
2015-02-17_00:00:00,B,0.930007999999987
2015-02-18_00:00:00,N,0.949996999999996
2015-02-19_00:00:00,B,1.02999800000001
2015-02-20_00:00:00,N,0.94000299999999
2015-02-21_00:00:00,B,0.53999300000001
2015-02-22_00:00:00,N,0.75
2015-02-23_00:00:00,N,0.98001099999999
2015-02-24_00:00:00,B,1.25
2015-02-25_00:00:00,A,1.15998900000002
2015-02-26_00:00:00,A,0.92999199999997
2015-02-27_00:00:00,N,1.080017
2015-02-28_00:00:00,N,0.549988000000042
2015-03-01_00:00:00,N,0.420013999999981
2015-03-02_00:00:00,B,0.790008
2015-03-03_00:00:00,B,0.720000999999968
2015-03-04_00:00:00,N,1.01998900000001
2015-03-05_00:00:00,B,0.609985999999992
2015-03-17_00:00:00,N,8.66000300000002
2015-03-18_00:00:00,B,0.660004000000015
2015-03-19_00:00:00,B,0.570006999999976
2015-03-20_00:00:00,N,0.559998000000007
2015-03-21_00:00:00,A,0.399993999999992
2015-03-22_00:00:00,N,0.390014000000008
2015-03-23_00:00:00,N,0.709992
2015-03-24_00:00:00,A,0.679993000000025
2015-03-25_00:00:00,N,1.040008
2015-03-26_00:00:00,N,0.86999499999996
2015-03-27_00:00:00,N,0.720001000000025
2015-03-28_00:00:00,A,0.410004000000015
2015-03-29_00:00:00,N,0.38998399999997
2015-03-30_00:00:00,A,0.680023000000006
2015-03-31_00:00:00,N,0.669983000000002
2015-04-01_00:00:00,N,0.779999000000032
2015-04-02_00:00:00,A,0.75
2015-04-03_00:00:00,A,0.570006999999976
2015-04-04_00:00:00,B,0.369996000000015
2015-04-05_00:00:00,B,0.390014000000008
2015-04-06_00:00:00,N,0.429992999999968
2015-04-07_00:00:00,N,0.720001000000025
2015-04-08_00:00:00,A,0.61999499999996
2015-04-09_00:00:00,A,0.57000800000003
2015-04-10_00:00:00,N,0.510008999999968
2015-04-11_00:00:00,A,0.379975000000002
2015-04-12_00:00:00,N,0.38000500000004
2015-04-13_00:00:00,A,0.440001999999993
2015-04-14_00:00:00,N,0.420012999999983
2015-04-15_00:00:00,N,0.389985000000024
2015-04-16_00:00:00,N,0.390014000000008
2015-04-17_00:00:00,B,0.399993999999992
2015-04-18_00:00:00,N,0.380004999999983
2015-04-19_00:00:00,A,0.369995000000017
2015-04-20_00:00:00,N,0.48001099999999
2015-04-21_00:00:00,A,0.459992
2015-04-22_00:00:00,N,0.419982000000005
2015-04-23_00:00:00,N,0.420013999999981
2015-04-24_00:00:00,B,0.470001000000025
2015-04-25_00:00:00,B,0.359984999999995
2015-04-26_00:00:00,A,0.390015000000005
2015-04-27_00:00:00,A,0.51998900000001
2015-04-28_00:00:00,B,0.550017999999966
2015-04-29_00:00:00,B,0.5
2015-04-30_00:00:00,N,0.380004999999983
2015-05-01_00:00:00,B,0.229981000000009
2015-05-02_00:00:00,A,0.23001099999999
2015-05-03_00:00:00,B,0.209991000000002
2015-05-04_00:00:00,N,0.279999000000032
2015-05-05_00:00:00,B,0.25
2015-05-06_00:00:00,A,0.270019999999988
2015-05-07_00:00:00,N,0.279997999999978
2015-05-08_00:00:00,N,0.25
2015-05-09_00:00:00,A,0.229981000000009
2015-05-10_00:00:00,B,0.240021000000013
2015-05-11_00:00:00,B,0.279997999999978
2015-05-12_00:00:00,N,0.26998900000001
2015-05-13_00:00:00,A,0.220002000000022
2015-05-14_00:00:00,A,0.13998399999997
2015-05-15_00:00:00,B,0.160003000000017
2015-05-16_00:00:00,N,0.149993999999992
2015-05-17_00:00:00,A,0.140015000000005
2015-05-18_00:00:00,A,0.170012999999983
2015-05-19_00:00:00,B,0.149994000000049
2015-05-20_00:00:00,N,0.070007999999973
2015-05-21_00:00:00,B,0.259978999999987
2015-05-27_00:00:00,B,0.959991000000002
2015-05-28_00:00:00,N,0.160004000000015
2015-05-29_00:00:00,N,0.160004000000015
2015-05-30_00:00:00,A,0.140014000000008
2015-05-31_00:00:00,N,0.149993999999992
2015-06-01_00:00:00,A,0.160003999999958
2015-06-02_00:00:00,A,0.139984000000027
2015-06-03_00:00:00,N,0.140015000000005
2015-06-04_00:00:00,B,0.149992999999995
2015-06-05_00:00:00,N,0.130004999999983
2015-06-06_00:00:00,A,0.139984000000027
2015-06-07_00:00:00,N,0.130004999999983
2015-06-08_00:00:00,A,0.130004999999983
2015-06-09_00:00:00,A,0.140015000000005
2015-06-10_00:00:00,B,0.129974000000004
2015-06-11_00:00:00,B,0.140015000000005
2015-06-12_00:00:00,B,0.139984000000027
2015-06-13_00:00:00,N,0.140015000000005
2015-06-14_00:00:00,N,0.140013999999951
2015-06-15_00:00:00,A,0.149994000000049
2015-06-16_00:00:00,A,0.149993999999992
2015-06-17_00:00:00,B,0.13998399999997
2015-06-18_00:00:00,B,0.160004000000015
2015-06-19_00:00:00,N,0.150023999999974
2015-06-20_00:00:00,B,0.139984000000027
2015-06-21_00:00:00,A,0.140015000000005
2015-06-22_00:00:00,A,0.13998399999997
2015-06-23_00:00:00,N,0.140015000000005
2015-06-24_00:00:00,B,0.089996000000042
2015-07-03_00:00:00,N,1.80999799999995
2015-07-08_00:00:00,N,0
2015-07-09_00:00:00,B,0
2015-07-10_00:00:00,N,0
2015-07-11_00:00:00,B,0
2015-07-12_00:00:00,A,0
2015-07-13_00:00:00,N,0
2015-07-14_00:00:00,B,0
2015-07-15_00:00:00,N,0
2015-07-16_00:00:00,A,0
2015-07-17_00:00:00,N,0
2015-07-18_00:00:00,N,0
2015-07-19_00:00:00,B,0
2015-07-20_00:00:00,B,0
2015-07-21_00:00:00,A,0
2015-07-22_00:00:00,N,0
2015-07-23_00:00:00,B,0
2015-07-24_00:00:00,B,0
2015-07-25_00:00:00,A,0
2015-07-26_00:00:00,A,0
2015-07-27_00:00:00,A,0
2015-07-28_00:00:00,N,0
2015-07-29_00:00:00,A,0
2015-07-30_00:00:00,N,0
2015-07-31_00:00:00,B,0
2015-08-01_00:00:00,B,0
2015-08-02_00:00:00,B,0
2015-08-03_00:00:00,B,0
2015-08-04_00:00:00,A,0
2015-08-05_00:00:00,B,0
2015-08-06_00:00:00,N,0
2015-08-07_00:00:00,A,0
2015-08-08_00:00:00,B,0
2015-08-09_00:00:00,A,0
2015-08-10_00:00:00,A,0.009979000000044
2015-08-11_00:00:00,A,0
2015-08-12_00:00:00,A,0
2015-08-13_00:00:00,N,0
2015-08-14_00:00:00,N,0
2015-08-15_00:00:00,N,0
2015-08-16_00:00:00,N,0
2015-08-17_00:00:00,N,0
2015-08-18_00:00:00,A,0
2015-08-19_00:00:00,B,0
2015-08-20_00:00:00,B,0
2015-08-21_00:00:00,B,0
2015-08-22_00:00:00,N,0
2015-08-23_00:00:00,N,0.010009999999966
2015-08-24_00:00:00,N,0
2015-08-25_00:00:00,A,0.050018000000023
2015-08-26_00:00:00,B,0.129974000000004
2015-08-27_00:00:00,N,0.140015000000005
2015-08-28_00:00:00,N,0.13998399999997
2015-08-29_00:00:00,B,0.120025999999996
2015-08-30_00:00:00,N,0.129974000000004
2015-08-31_00:00:00,A,0.13000500000004
2015-09-01_00:00:00,N,0.140014999999949
2015-09-02_00:00:00,B,0.139984000000027
2015-09-03_00:00:00,B,0.150023999999974
2015-09-04_00:00:00,N,0.159973000000036
2015-09-05_00:00:00,N,0.140015000000005
2015-09-06_00:00:00,A,0.149993999999992
2015-09-07_00:00:00,A,0.160004000000015
2015-09-08_00:00:00,A,0.149993999999992
2015-09-09_00:00:00,B,0.149992999999995
2015-09-10_00:00:00,N,0.160004000000015
2015-09-11_00:00:00,N,0.149993999999992
2015-09-12_00:00:00,B,0.150023999999974
2015-09-13_00:00:00,B,0.149993999999992
2015-09-14_00:00:00,N,0.13000500000004
2015-09-15_00:00:00,A,0.160003999999958
2015-09-16_00:00:00,B,0.149993999999992
2015-09-17_00:00:00,A,0.190002000000049
2015-09-18_00:00:00,A,0.149993999999992
2015-09-19_00:00:00,B,0.13998399999997
2015-09-20_00:00:00,N,0.150025000000028
2015-09-21_00:00:00,B,0.160002999999961
2015-09-22_00:00:00,B,0.159973000000036
2015-09-23_00:00:00,N,0.150024999999971
2015-09-24_00:00:00,B,0.119995000000017
2015-09-25_00:00:00,A,0.199981999999977
2015-09-26_00:00:00,A,0.15002400000003
2015-09-27_00:00:00,N,0.15997299999998
2015-09-28_00:00:00,N,0.160004000000015
2015-09-29_00:00:00,N,0.160004000000015
2015-09-30_00:00:00,B,0.170012999999983
2015-10-01_00:00:00,A,0.149993999999992
2015-10-02_00:00:00,A,0.160004000000015
2015-10-03_00:00:00,A,0.160003000000017
2015-10-04_00:00:00,A,0.160003999999958
2015-10-05_00:00:00,N,0.089996000000042
2015-10-07_00:00:00,N,0.449981999999977
2015-10-08_00:00:00,N,0.320006999999976
2015-10-09_00:00:00,A,0.209992
2015-10-10_00:00:00,A,0.180023000000006
2015-10-11_00:00:00,A,0.179993000000025
2015-10-12_00:00:00,N,0.220000999999968
2015-10-13_00:00:00,A,0.190002000000049
2015-10-14_00:00:00,N,0.069976999999994
2015-10-15_00:00:00,N,0.450011999999958
2015-10-16_00:00:00,B,0.799988000000042
2015-10-17_00:00:00,N,0.460021999999981
2015-10-18_00:00:00,A,0.419983000000002
2015-10-19_00:00:00,B,0.460021999999981
2015-10-20_00:00:00,A,0.579986000000019
2015-10-21_00:00:00,A,0.700013000000013
2015-10-22_00:00:00,A,0.629974000000004
2015-10-23_00:00:00,A,0.5
2015-10-24_00:00:00,A,0.410003999999958
2015-10-25_00:00:00,A,0.42001300000004
2015-10-26_00:00:00,N,0.450011999999958
2015-10-27_00:00:00,A,0.409973000000036
2015-10-28_00:00:00,N,0.470001999999965
2015-10-29_00:00:00,N,0.529998000000035
2015-10-30_00:00:00,N,0.5
2015-10-31_00:00:00,B,0.400024999999971
2015-11-01_00:00:00,N,0.419983000000002
2015-11-02_00:00:00,N,0.470001000000025
2015-11-03_00:00:00,N,0.440001999999993
2015-11-04_00:00:00,B,0.450013000000013
2015-11-05_00:00:00,N,0.440001999999993
2015-11-06_00:00:00,N,0.419983000000002
2015-11-07_00:00:00,B,0.390015000000005
2015-11-08_00:00:00,B,0.38998399999997
2015-11-09_00:00:00,A,0.399993999999992
2015-11-10_00:00:00,N,0.430023000000006
2015-11-11_00:00:00,B,0.429993000000025
2015-11-12_00:00:00,A,0.630003999999985
2015-11-13_00:00:00,A,0.559998000000007
2015-11-14_00:00:00,N,0.399993999999992
2015-11-15_00:00:00,A,0.450012000000015
2015-11-16_00:00:00,B,0.720000999999968
2015-11-17_00:00:00,N,0.75
2015-11-18_00:00:00,N,0.5
2015-11-19_00:00:00,A,0.469971000000044
2015-11-20_00:00:00,B,0.440001999999993
2015-11-21_00:00:00,B,0.460021999999981
2015-11-22_00:00:00,A,0.599976000000027
2015-11-23_00:00:00,N,1.20001199999996
2015-11-24_00:00:00,A,1.19000300000005
2015-11-25_00:00:00,N,0.86999499999996
2015-11-26_00:00:00,A,0.929992000000027
2015-11-27_00:00:00,A,1.01000999999997
2015-11-28_00:00:00,N,0.440003000000047
2015-11-29_00:00:00,N,0.440001999999993
2015-11-30_00:00:00,A,0.950011999999958
2015-12-01_00:00:00,B,1.00998000000004
2015-12-02_00:00:00,B,1.07000699999998
2015-12-03_00:00:00,N,1.04998799999999
2015-12-04_00:00:00,A,0.760009000000025
2015-12-05_00:00:00,N,0.429993000000025
2015-12-06_00:00:00,N,0.44000299999999
2015-12-07_00:00:00,N,0.720000999999968
2015-12-08_00:00:00,N,0.600006000000008
2015-12-09_00:00:00,N,0.709991000000002
2015-12-10_00:00:00,B,0.950013000000013
2015-12-11_00:00:00,N,0.92999199999997
2015-12-12_00:00:00,N,0.559998000000007
2015-12-13_00:00:00,B,0.589996000000042
2015-12-14_00:00:00,A,0.910003999999958
2015-12-15_00:00:00,B,0.75
2015-12-16_00:00:00,N,0.709991000000002
2015-12-17_00:00:00,A,0.680023000000006
2015-12-18_00:00:00,B,0.669983000000002
2015-12-19_00:00:00,N,0.44000299999999
2015-12-20_00:00:00,B,0.470001000000025
2015-12-21_00:00:00,A,0.679992999999968
2015-12-22_00:00:00,B,0.69000200000005
2015-12-23_00:00:00,A,0.809997999999951
2015-12-24_00:00:00,N,0.660003000000017
2015-12-25_00:00:00,B,0.73001099999999
2015-12-26_00:00:00,A,0.429993000000025
2015-12-27_00:00:00,N,0.450012000000015
2015-12-28_00:00:00,B,0.699981999999977
2015-12-29_00:00:00,B,0.670012999999983
2015-12-30_00:00:00,N,0.790008999999998
2015-12-31_00:00:00,N,0.720001000000025
2016-01-01_00:00:00,N,0.789978000000019
2016-01-02_00:00:00,N,0.420013999999981
2016-01-03_00:00:00,B,0.479980000000012
2016-01-04_00:00:00,N,0.840026999999964
2016-01-05_00:00:00,B,0.919983000000002
2016-01-06_00:00:00,B,1.080017
2016-01-07_00:00:00,N,0.819976999999994
2016-01-08_00:00:00,B,0.730011000000047
2016-01-09_00:00:00,A,0.470000999999968
2016-01-10_00:00:00,N,0.459991000000002
2016-01-11_00:00:00,B,0.82000800000003
2016-01-12_00:00:00,B,1
2016-01-13_00:00:00,B,0.959991000000002
2016-01-14_00:00:00,A,0.94000299999999
2016-01-15_00:00:00,A,1.02999799999998
2016-01-16_00:00:00,A,0.770019999999988
2016-01-17_00:00:00,N,0.739990000000034
2016-01-18_00:00:00,N,1.23001099999999
2016-01-19_00:00:00,N,1.01998900000001
2016-01-20_00:00:00,A,0.88998399999997
2016-01-21_00:00:00,N,1.05999800000001
2016-01-22_00:00:00,N,1
2016-01-23_00:00:00,B,0.440001999999993
2016-01-24_00:00:00,A,0.510010000000023
2016-01-25_00:00:00,N,0.860015999999973
2016-01-26_00:00:00,B,0.779999000000032
2016-01-27_00:00:00,B,0.779997999999978
2016-01-28_00:00:00,A,0.69000299999999
2016-01-29_00:00:00,N,0.779999000000032
2016-01-30_00:00:00,A,0.459991000000002
2016-01-31_00:00:00,B,0.429992999999968
2016-02-01_00:00:00,A,0.700012000000015
2016-02-02_00:00:00,B,0.660004000000015
2016-02-03_00:00:00,N,0.879974000000004
2016-02-04_00:00:00,N,1.01000999999997
2016-02-05_00:00:00,N,0.869995000000017
2016-02-06_00:00:00,A,0.450012000000015
2016-02-07_00:00:00,B,0.5
2016-02-08_00:00:00,B,0.75
2016-02-09_00:00:00,A,0.88998399999997
2016-02-10_00:00:00,B,1.11001600000003
2016-02-11_00:00:00,N,0.910003999999958
2016-02-12_00:00:00,N,0.88000500000004
2016-02-13_00:00:00,N,0.440001999999993
2016-02-14_00:00:00,A,0.509978999999987
2016-02-15_00:00:00,N,1.16000400000002
2016-02-16_00:00:00,N,1.29998799999999
2016-02-17_00:00:00,N,1.28002900000001
2016-02-18_00:00:00,B,1.08999599999999
2016-02-19_00:00:00,A,1.05999800000001
2016-02-20_00:00:00,A,0.559998000000007
2016-02-21_00:00:00,N,0.51998900000001
2016-02-22_00:00:00,N,0.940001999999993
2016-02-23_00:00:00,A,0.839995999999985
2016-02-24_00:00:00,N,0.770019999999988
2016-02-25_00:00:00,B,0.80999700000001
2016-02-26_00:00:00,B,0.949982000000034
2016-02-27_00:00:00,N,0.520019999999988
2016-02-28_00:00:00,A,0.589995999999985
2016-02-29_00:00:00,B,1.31997699999999
2016-03-01_00:00:00,A,1.11001600000003
2016-03-02_00:00:00,B,0.940001999999993
2016-03-03_00:00:00,A,1.13000499999998
2016-03-04_00:00:00,A,0.729980000000012
2016-03-05_00:00:00,A,0.640015000000005
2016-03-06_00:00:00,N,0.729981000000009
2016-03-07_00:00:00,A,1.19000199999999
2016-03-08_00:00:00,N,1.18002300000001
2016-03-09_00:00:00,A,1.04998799999999
2016-03-10_00:00:00,N,1
2016-03-11_00:00:00,A,0.929992999999968
2016-03-12_00:00:00,A,0.529998000000035
2016-03-13_00:00:00,A,0.520019999999988
2016-03-14_00:00:00,N,0.880004999999983
2016-03-15_00:00:00,N,0.759979000000044
2016-03-16_00:00:00,N,0.920013999999981
2016-03-17_00:00:00,B,0.919982000000005
2016-03-18_00:00:00,A,0.869996000000015
2016-03-19_00:00:00,B,0.5
2016-03-20_00:00:00,B,0.450011999999958
2016-03-21_00:00:00,N,0.660003000000017
2016-03-22_00:00:00,A,0.75
2016-03-23_00:00:00,A,0.820007999999973
2016-03-24_00:00:00,N,0.819977000000051
2016-03-25_00:00:00,A,0.710021999999981
2016-03-26_00:00:00,N,0.42999199999997
2016-03-27_00:00:00,A,0.420014000000037
2016-03-28_00:00:00,B,0.42999199999997
2016-03-29_00:00:00,B,0.529999000000032
2016-03-30_00:00:00,N,0.57998699999996
2016-03-31_00:00:00,A,0.67001300000004
2016-04-01_00:00:00,N,0.86999499999996
2016-04-02_00:00:00,A,0.450012000000015
2016-04-03_00:00:00,N,0.44000299999999
2016-04-04_00:00:00,A,0.549988000000042
2016-04-05_00:00:00,N,0.75
2016-04-06_00:00:00,A,0.669983000000002
2016-04-07_00:00:00,A,0.740019999999959
2016-04-08_00:00:00,A,0.839997000000039
2016-04-09_00:00:00,A,0.470000999999968
2016-04-10_00:00:00,A,0.459991000000002
2016-04-11_00:00:00,N,0.55001900000002
2016-04-12_00:00:00,B,0.5
2016-04-13_00:00:00,B,0.51998900000001
2016-04-14_00:00:00,N,0.510008999999968
2016-04-15_00:00:00,A,0.470002000000022
2016-04-16_00:00:00,A,0.38998399999997
2016-04-17_00:00:00,N,0.390014000000008
2016-04-18_00:00:00,N,0.579987000000017
2016-04-19_00:00:00,N,0.540008999999998
2016-04-20_00:00:00,N,0.419982000000005
2016-04-21_00:00:00,A,0.5
2016-04-22_00:00:00,N,0.460021999999981
2016-04-23_00:00:00,N,0.239991000000032
2016-04-24_00:00:00,N,0.260008999999968
2016-04-25_00:00:00,N,0.26998900000001
2016-04-26_00:00:00,A,0.309998000000007
2016-04-27_00:00:00,A,0.26998900000001
2016-04-28_00:00:00,A,0.240020999999956
2016-04-29_00:00:00,B,0.259979000000044
2016-04-30_00:00:00,B,0.309998000000007
2016-05-01_00:00:00,B,0.280028999999956
2016-05-02_00:00:00,B,0.219971000000044
2016-05-03_00:00:00,N,0.310027999999988
2016-05-04_00:00:00,N,0.19998099999998
2016-05-05_00:00:00,N,0.19000299999999
2016-05-06_00:00:00,A,0.190001999999993
2016-05-07_00:00:00,A,0.179993000000025
2016-05-08_00:00:00,A,0.200012000000015
2016-05-09_00:00:00,A,0.19000299999999
2016-05-10_00:00:00,B,0.190001999999993
2016-05-11_00:00:00,A,0.209991000000002
2016-05-12_00:00:00,B,0.200013000000013
2016-05-13_00:00:00,B,0.209991000000002
2016-05-14_00:00:00,B,0.209992
2016-05-15_00:00:00,N,0.209991000000002
2016-05-16_00:00:00,N,0.210021999999981
2016-05-17_00:00:00,A,0.160004000000015
2016-05-18_00:00:00,B,0.15997299999998
2016-05-19_00:00:00,N,0.200012000000015
2016-05-20_00:00:00,A,0.190001999999993
2016-05-21_00:00:00,A,0.209992
2016-05-22_00:00:00,A,0.220001000000025
2016-05-23_00:00:00,N,0.209992
2016-05-24_00:00:00,N,0.220000999999968
2016-05-25_00:00:00,N,0.220001000000025
2016-05-26_00:00:00,B,0.180023000000006
2016-05-27_00:00:00,A,0.19000299999999
2016-05-28_00:00:00,A,0.19998099999998
2016-05-29_00:00:00,N,0.179993000000025
2016-05-30_00:00:00,B,0.170012999999983
2016-05-31_00:00:00,A,0
2016-06-01_00:00:00,B,0.01998900000001
2016-06-02_00:00:00,B,0.029998999999975
2016-06-03_00:00:00,B,0.010010000000023
2016-06-04_00:00:00,B,0
2016-06-05_00:00:00,A,0
