TS,label,value
2017-05-09_00:00:00,N,1.94140700000025
2017-05-10_00:00:00,N,1.90331999999944
2017-05-11_00:00:00,N,1.88476600000104
2017-05-12_00:00:00,B,1.67089800000031
2017-05-13_00:00:00,B,1.51269499999944
2017-05-14_00:00:00,B,1.57324200000039
2017-05-15_00:00:00,B,1.55371100000048
2017-05-16_00:00:00,A,1.60742199999913
2017-05-17_00:00:00,N,1.52636700000039
2017-05-18_00:00:00,B,1.55078200000025
2017-05-19_00:00:00,A,1.58691399999952
2017-05-20_00:00:00,A,1.40234400000009
2017-05-21_00:00:00,A,1.43456999999944
2017-05-22_00:00:00,B,1.43652300000031
2017-05-23_00:00:00,A,1.5371099999993
2017-05-24_00:00:00,B,1.40234300000157
2017-05-25_00:00:00,A,1.26855499999874
2017-05-26_00:00:00,N,1.15332000000126
2017-05-27_00:00:00,N,1.10546900000009
2017-05-28_00:00:00,A,1.12011699999857
2017-05-29_00:00:00,N,1.22949300000073
2017-05-30_00:00:00,B,1.22167900000022
2017-05-31_00:00:00,A,1.25097699999969
2017-06-01_00:00:00,N,1.13671900000009
2017-06-02_00:00:00,A,1.07128899999952
2017-06-03_00:00:00,B,0.994140000000698
2017-06-04_00:00:00,B,1.046875
2017-06-05_00:00:00,A,1.07421900000009
2017-06-06_00:00:00,B,1.10644499999944
2017-06-07_00:00:00,N,1.13183600000048
2017-06-08_00:00:00,B,1.1875
2017-06-09_00:00:00,N,1.09570299999905
2017-06-10_00:00:00,A,0.96386800000073
2017-06-11_00:00:00,N,0.938475999999355
2017-06-12_00:00:00,N,1.00293000000056
2017-06-13_00:00:00,A,0.931640000000698
2017-06-14_00:00:00,N,0.932617999998911
2017-06-15_00:00:00,B,0.873046000000613
2017-06-16_00:00:00,A,0.794921999999133
2017-06-17_00:00:00,A,0.84375
2017-06-18_00:00:00,N,0.832032000000254
2017-06-19_00:00:00,B,0.861328000000867
2017-06-20_00:00:00,B,0.859375
2017-06-21_00:00:00,A,0.822264999998879
2017-06-22_00:00:00,A,0.774414000001343
2017-06-23_00:00:00,B,0.772460999998657
2017-06-24_00:00:00,B,0.780274000000645
2017-06-25_00:00:00,N,0.798827999999048
2017-06-26_00:00:00,B,0.860351000001174
2017-06-27_00:00:00,A,0.854492999998911
2017-06-28_00:00:00,N,0.926757000001089
2017-06-29_00:00:00,N,0.954101999999693
2017-06-30_00:00:00,N,0.885742000000391
2017-07-01_00:00:00,N,0.774413999999524
2017-07-02_00:00:00,B,0.776367000000391
2017-07-03_00:00:00,A,0.804688000000169
2017-07-04_00:00:00,A,0.765625
2017-07-05_00:00:00,B,0.737304999998741
2017-07-06_00:00:00,N,0.724609000000783
2017-07-07_00:00:00,N,0.700194999999439
2017-07-08_00:00:00,N,0.66699300000073
2017-07-09_00:00:00,B,0.691405999999915
2017-07-10_00:00:00,B,0.733398000000307
2017-07-11_00:00:00,N,0.744140999999217
2017-07-12_00:00:00,A,0.739257999999609
2017-07-13_00:00:00,B,0.749023000000307
2017-07-14_00:00:00,B,0.726563000000169
2017-07-15_00:00:00,B,0.710936999999831
2017-07-16_00:00:00,B,0.701172000000952
2017-07-17_00:00:00,A,0.703125
2017-07-18_00:00:00,B,0.698242000000391
2017-07-19_00:00:00,A,0.696288999999524
2017-07-20_00:00:00,B,0.691405999999915
2017-07-21_00:00:00,A,0.737305000000561
2017-07-22_00:00:00,A,0.721679999998741
2017-07-23_00:00:00,B,0.725586000000476
2017-07-24_00:00:00,B,0.740234000000783
2017-07-25_00:00:00,A,0.776366999998572
2017-07-26_00:00:00,B,0.769532000000254
2017-07-27_00:00:00,N,0.755859000000783
2017-07-28_00:00:00,A,0.735351999999693
2017-07-29_00:00:00,A,0.729492000000391
2017-07-30_00:00:00,B,0.607421999999133
2017-07-31_00:00:00,N,0
2017-08-01_00:00:00,A,0
2017-08-02_00:00:00,N,0
2017-08-03_00:00:00,A,0
2017-08-04_00:00:00,N,0.036132000001089
2017-08-05_00:00:00,A,0.433594000000085
2017-08-06_00:00:00,N,0.734375
2017-08-07_00:00:00,A,0.715819999999439
2017-08-08_00:00:00,B,0.726563000000169
2017-08-09_00:00:00,A,0.732421999999133
2017-08-10_00:00:00,N,0.768555000000561
2017-08-11_00:00:00,N,0.789061999999831
2017-08-12_00:00:00,A,0.791015999999217
2017-08-13_00:00:00,A,0.746093000001565
2017-08-14_00:00:00,N,0.747070999999778
2017-08-15_00:00:00,B,0.739257999999609
2017-08-16_00:00:00,B,0.721679000000222
2017-08-17_00:00:00,B,0.724609999999302
2017-08-18_00:00:00,B,0.71875
2017-08-19_00:00:00,B,0.719726000001174
2017-08-20_00:00:00,B,0.71875
2017-08-21_00:00:00,A,0.730468999998266
2017-08-22_00:00:00,B,0.708984000000783
2017-08-23_00:00:00,N,0.709961000000476
2017-08-24_00:00:00,N,0.732421999999133
2017-08-25_00:00:00,N,0.739257999999609
2017-08-26_00:00:00,N,0.469726000001174
2017-08-27_00:00:00,B,0.051757999999609
2017-08-28_00:00:00,B,0.586913999999524
2017-08-29_00:00:00,N,0.704101999999693
2017-08-30_00:00:00,A,0.69531200000165
2017-08-31_00:00:00,N,0.759765999999217
2017-09-01_00:00:00,A,0.854492000000391
2017-09-02_00:00:00,B,0.942382999999609
2017-09-03_00:00:00,B,0.977538999999524
2017-09-04_00:00:00,N,1.07519500000126
2017-09-05_00:00:00,A,1.08007899999939
2017-09-06_00:00:00,N,1.09960899999896
2017-09-07_00:00:00,N,1.12011700000039
2017-09-08_00:00:00,A,1.07031300000017
2017-09-09_00:00:00,N,0.974609000000782
2017-09-10_00:00:00,A,1.11035199999969
2017-09-11_00:00:00,N,1.26367100000061
2017-09-12_00:00:00,N,1.34179699999913
2017-09-13_00:00:00,A,1.33203200000025
2017-09-14_00:00:00,B,1.32031199999983
2017-09-15_00:00:00,B,1.23632800000087
2017-09-16_00:00:00,N,1.1152349999993
2017-09-17_00:00:00,N,1.22265599999992
2017-09-18_00:00:00,A,1.44335900000078
2017-09-19_00:00:00,A,1.49511699999857
2017-09-20_00:00:00,B,1.53613300000143
2017-09-21_00:00:00,N,1.52246099999866
2017-09-22_00:00:00,N,1.36328099999992
2017-09-23_00:00:00,B,1.12402400000065
2017-09-24_00:00:00,N,1.27343699999983
2017-09-25_00:00:00,N,1.484375
2017-09-26_00:00:00,N,1.62695300000087
2017-09-27_00:00:00,B,1.57324299999891
2017-09-28_00:00:00,A,1.64648400000078
2017-09-29_00:00:00,N,1.45996099999866
2017-09-30_00:00:00,N,1.22363300000143
2017-10-01_00:00:00,N,1.36230400000022
2017-10-02_00:00:00,A,1.55371099999866
2017-10-03_00:00:00,A,1.59765700000025
2017-10-04_00:00:00,B,1.61816399999952
2017-10-05_00:00:00,A,1.57421800000157
2017-10-06_00:00:00,B,1.48925799999961
2017-10-07_00:00:00,A,1.34375
2017-10-08_00:00:00,B,1.48730499999874
2017-10-09_00:00:00,B,1.67871100000048
2017-10-10_00:00:00,A,1.734375
2017-10-11_00:00:00,A,1.74218699999983
2017-10-12_00:00:00,B,1.68652400000065
2017-10-13_00:00:00,A,1.57617199999913
2017-10-14_00:00:00,N,1.34863200000109
2017-10-15_00:00:00,A,1.41699299999891
2017-10-16_00:00:00,N,1.58886700000039
2017-10-17_00:00:00,A,1.58691399999952
2017-10-18_00:00:00,B,1.671875
2017-10-19_00:00:00,N,1.64746100000048
2017-10-20_00:00:00,B,1.50585900000078
2017-10-21_00:00:00,B,1.34765599999992
2017-10-22_00:00:00,N,1.51855500000056
2017-10-23_00:00:00,A,1.75292999999874
2017-10-24_00:00:00,N,1.78125
2017-10-25_00:00:00,B,1.7753900000007
2017-10-26_00:00:00,A,1.80175799999961
2017-10-27_00:00:00,B,1.63964900000065
2017-10-28_00:00:00,A,1.36425799999961
2017-10-29_00:00:00,B,1.41503899999952
2017-10-30_00:00:00,B,1.33984299999975
2017-10-31_00:00:00,B,1.41601600000104
2017-11-01_00:00:00,B,1.37597699999969
2017-11-02_00:00:00,N,3.49218699999983
2017-11-03_00:00:00,N,3.08007800000087
2017-11-04_00:00:00,A,2.73144499999944
2017-11-05_00:00:00,B,3.83203200000025
2017-11-06_00:00:00,N,5.125
2017-11-07_00:00:00,N,5.796875
2017-11-08_00:00:00,B,6.87011699999857
2017-11-09_00:00:00,B,7.015625
2017-11-10_00:00:00,N,5.52050800000143
2017-11-11_00:00:00,B,4.41406199999983
2017-11-12_00:00:00,A,4.25292999999874
2017-11-13_00:00:00,B,6.39843700000165
2017-11-14_00:00:00,B,7.05566399999952
2017-11-15_00:00:00,N,7.33691499999986
2017-11-16_00:00:00,B,7.45019499999944
2017-11-17_00:00:00,A,6.34668000000056
2017-11-18_00:00:00,B,6.34960899999896
2017-11-19_00:00:00,B,7.20703100000173
2017-11-20_00:00:00,N,7.49804699999913
2017-11-21_00:00:00,N,6.56933600000048
2017-11-22_00:00:00,B,5.57128899999952
2017-11-23_00:00:00,B,4.24706999999944
2017-11-24_00:00:00,B,3.81152400000065
2017-11-25_00:00:00,B,4.890625
2017-11-26_00:00:00,B,6.44238299999961
2017-11-27_00:00:00,B,7.29394499999944
2017-11-28_00:00:00,N,7.09960900000078
2017-11-29_00:00:00,N,7.02343800000017
2017-11-30_00:00:00,N,7.96679699999913
2017-12-01_00:00:00,N,8.22070300000087
2017-12-02_00:00:00,N,9.078125
2017-12-03_00:00:00,A,9.3222650000007
2017-12-04_00:00:00,N,8.29394599999978
2017-12-05_00:00:00,A,8.24218699999983
2017-12-06_00:00:00,A,8.34375
2017-12-07_00:00:00,B,8.04589899999883
2017-12-08_00:00:00,A,6.3066400000007
2017-12-09_00:00:00,A,6.80468800000017
2017-12-10_00:00:00,B,7.57714800000031
2017-12-11_00:00:00,A,6.87890599999992
2017-12-12_00:00:00,B,7.77441499999986
2017-12-13_00:00:00,B,8.15234299999975
2017-12-14_00:00:00,N,5.47070300000087
2017-12-15_00:00:00,A,6.65429699999913
2017-12-16_00:00:00,B,7.52539099999922
2017-12-17_00:00:00,B,7.60351600000104
2017-12-18_00:00:00,A,6.89550699999927
2017-12-19_00:00:00,B,8.16211000000112
2017-12-20_00:00:00,B,8.07714800000031
2017-12-21_00:00:00,B,7.16601599999922
2017-12-22_00:00:00,B,6.25781199999983
2017-12-23_00:00:00,B,5.38574200000039
2017-12-24_00:00:00,B,5.50878999999986
2017-12-25_00:00:00,B,5.83984299999975
2017-12-26_00:00:00,B,5.55078200000025
2017-12-27_00:00:00,B,6.37988199999927
2017-12-28_00:00:00,A,6.83300800000143
2017-12-29_00:00:00,B,6.10644499999944
2017-12-30_00:00:00,B,4.05371100000048
2017-12-31_00:00:00,N,5.44628899999952
2018-01-01_00:00:00,A,5.29492199999913
2018-01-02_00:00:00,B,4.76660199999969
2018-01-03_00:00:00,A,3.60742200000095
2018-01-04_00:00:00,B,3.31152300000031
2018-01-05_00:00:00,N,2.73925799999961
2018-01-11_00:00:00,B,36.9228519999997
2018-01-12_00:00:00,B,6.67382800000087
2018-01-13_00:00:00,N,7.29980400000022
2018-01-14_00:00:00,A,6.60546900000008
2018-01-15_00:00:00,N,6.31542999999874
2018-01-16_00:00:00,B,5.31835900000078
2018-01-17_00:00:00,B,6.39941399999952
2018-01-18_00:00:00,A,5.88281300000017
2018-01-19_00:00:00,A,5.515625
2018-01-20_00:00:00,A,5.6191400000007
2018-01-21_00:00:00,B,4.76367199999913
2018-01-22_00:00:00,A,4.64160199999969
2018-01-23_00:00:00,N,4.88769500000126
2018-01-24_00:00:00,A,5.46875
2018-01-25_00:00:00,B,5.06152399999883
2018-01-26_00:00:00,N,6.42382800000087
2018-01-27_00:00:00,N,6.65136699999857
2018-01-28_00:00:00,N,7.47753900000134
2018-01-29_00:00:00,N,7.17675799999961
2018-01-30_00:00:00,N,7.1972650000007
2018-01-31_00:00:00,A,7.15722699999969
2018-02-01_00:00:00,B,6.81738299999961
2018-02-02_00:00:00,A,7.58593699999983
2018-02-03_00:00:00,B,7.05957099999978
2018-02-04_00:00:00,N,6.91796799999975
2018-02-05_00:00:00,N,7.51171900000008
2018-02-06_00:00:00,A,8.93359400000008
2018-02-07_00:00:00,A,9.22070300000087
2018-02-08_00:00:00,A,9.40917999999874
2018-02-09_00:00:00,N,9.296875
2018-02-10_00:00:00,N,8.234375
2018-02-11_00:00:00,A,6.90332000000126
2018-02-12_00:00:00,A,7.44238299999961
2018-02-13_00:00:00,A,8.7128900000007
2018-02-14_00:00:00,N,7.50390699999844
2018-02-15_00:00:00,A,4.74121100000048
2018-02-16_00:00:00,B,4.30468699999983
2018-02-17_00:00:00,N,4.83886700000039
2018-02-18_00:00:00,A,6.09375
2018-02-19_00:00:00,N,6.01757800000087
2018-02-20_00:00:00,B,6.19628899999952
2018-02-21_00:00:00,B,7.34179699999913
2018-02-22_00:00:00,B,8.45507800000087
2018-02-23_00:00:00,A,7.95214899999883
2018-02-24_00:00:00,N,7.79394500000126
2018-02-25_00:00:00,B,6.80175799999961
2018-02-26_00:00:00,N,8.22656300000017
2018-02-27_00:00:00,B,9.10156199999983
2018-02-28_00:00:00,N,9.31347699999969
2018-03-01_00:00:00,B,6.33886700000039
2018-03-02_00:00:00,A,5.97656199999983
2018-03-03_00:00:00,A,5.00390700000025
2018-03-04_00:00:00,N,5.31933500000014
2018-03-05_00:00:00,B,5.81152399999883
2018-03-06_00:00:00,N,5.52246100000048
2018-03-07_00:00:00,N,6.20117200000095
2018-03-08_00:00:00,B,5.69433599999866
2018-03-09_00:00:00,N,4.7597650000007
2018-03-10_00:00:00,B,4.03515700000025
2018-03-11_00:00:00,A,3.83007799999905
2018-03-12_00:00:00,B,4.64648400000078
2018-03-13_00:00:00,N,4.52343800000017
2018-03-14_00:00:00,B,4.94628899999952
2018-03-15_00:00:00,N,3.6660150000007
2018-03-16_00:00:00,A,4.36816399999952
2018-03-17_00:00:00,B,5.36132800000087
2018-03-18_00:00:00,B,5.58593799999835
2018-03-19_00:00:00,B,6.61914100000104
2018-03-20_00:00:00,N,8.9003900000007
2018-03-21_00:00:00,B,8.12695299999905
2018-03-22_00:00:00,B,7.8652349999993
2018-03-23_00:00:00,B,6.32910100000117
2018-03-24_00:00:00,N,6
2018-03-25_00:00:00,B,5.43359400000008
2018-03-26_00:00:00,B,5.39355499999874
2018-03-27_00:00:00,A,5.97363200000109
2018-03-28_00:00:00,N,4.30664099999922
2018-03-29_00:00:00,B,4.69140599999992
2018-03-30_00:00:00,N,5.02734400000008
2018-03-31_00:00:00,A,5.52343800000017
2018-04-01_00:00:00,N,4.74609299999975
2018-04-02_00:00:00,A,4.49023500000112
2018-04-03_00:00:00,B,4.06542900000022
2018-04-04_00:00:00,B,3.39257899999939
2018-04-05_00:00:00,N,3.74316399999952
2018-04-06_00:00:00,N,3.48730400000022
2018-04-07_00:00:00,A,3.38867200000095
2018-04-08_00:00:00,A,4.49511699999857
2018-04-09_00:00:00,N,3.80761800000073
2018-04-10_00:00:00,B,4.33593699999983
2018-04-11_00:00:00,A,4.61230500000056
2018-04-12_00:00:00,A,4.16699199999857
2018-04-13_00:00:00,N,3.83789100000104
2018-04-14_00:00:00,B,3.58691399999952
2018-04-15_00:00:00,N,3.24706999999944
2018-04-16_00:00:00,A,3.31543000000056
2018-04-17_00:00:00,B,2.72363200000109
2018-04-18_00:00:00,A,2.22363299999961
2018-04-19_00:00:00,B,1.8496099999993
2018-04-20_00:00:00,A,1.75585900000078
2018-04-21_00:00:00,A,1.66113299999961
2018-04-22_00:00:00,B,1.6191400000007
2018-04-23_00:00:00,A,1.69628899999952
2018-04-24_00:00:00,N,1.75097699999969
2018-04-25_00:00:00,A,2.01367199999913
2018-04-26_00:00:00,A,2.20605500000056
2018-04-27_00:00:00,N,2.12890599999991
2018-04-28_00:00:00,A,2.08496100000048
2018-04-29_00:00:00,A,3.00097599999935
2018-04-30_00:00:00,N,3.18554700000095
2018-05-01_00:00:00,B,3.62597699999969
2018-05-02_00:00:00,N,2.51660099999935
2018-05-03_00:00:00,N,1.86816400000134
2018-05-04_00:00:00,N,1.84863299999961
2018-05-05_00:00:00,A,1.73144599999978
2018-05-06_00:00:00,B,1.75781199999983
2018-05-07_00:00:00,B,1.53515599999991
2018-05-08_00:00:00,A,1.63964900000065
2018-05-09_00:00:00,N,1.53808599999866
2018-05-10_00:00:00,B,1.68457000000126
2018-05-11_00:00:00,N,1.55273399999896
2018-05-12_00:00:00,A,1.55273500000112
2018-05-13_00:00:00,B,1.81445299999905
2018-05-14_00:00:00,B,2.08691399999952
2018-05-15_00:00:00,N,2.20019500000126
2018-05-16_00:00:00,B,2.18164099999922
2018-05-17_00:00:00,N,2.20117200000095
2018-05-18_00:00:00,A,1.99511699999857
2018-05-19_00:00:00,B,1.72656200000165
2018-05-20_00:00:00,A,1.58789099999922
2018-05-21_00:00:00,A,1.66992199999913
2018-05-22_00:00:00,B,1.67089800000031
2018-05-23_00:00:00,N,1.66601600000104
2018-05-24_00:00:00,A,1.58105499999874
2018-05-25_00:00:00,B,1.50195300000087
2018-05-26_00:00:00,B,1.40625
2018-05-27_00:00:00,N,1.39941399999952
2018-05-28_00:00:00,B,1.50097600000117
2018-05-29_00:00:00,N,1.48925799999961
2018-05-30_00:00:00,A,1.53027399999883
2018-05-31_00:00:00,N,1.48925700000109
2018-06-01_00:00:00,A,1.45019599999978
2018-06-02_00:00:00,A,1.3066400000007
2018-06-03_00:00:00,B,1.35546900000009
2018-06-04_00:00:00,B,1.44140599999991
2018-06-05_00:00:00,B,1.55761799999891
2018-06-06_00:00:00,B,1.60156199999983
2018-06-07_00:00:00,B,1.63085900000078
2018-06-08_00:00:00,B,1.51464899999883
2018-06-09_00:00:00,B,1.38964800000031
2018-06-10_00:00:00,B,1.40820300000087
2018-06-11_00:00:00,N,1.41894599999978
2018-06-12_00:00:00,A,1.48730400000022
2018-06-13_00:00:00,N,1.55175799999961
2018-06-14_00:00:00,N,1.51464900000065
2018-06-15_00:00:00,N,1.52441399999952
2018-06-16_00:00:00,A,1.46581999999944
2018-06-17_00:00:00,B,1.51367200000095
2018-06-18_00:00:00,A,1.56835899999896
2018-06-19_00:00:00,A,1.52148500000112
2018-06-20_00:00:00,B,1.51074199999857
2018-06-21_00:00:00,N,1.44335900000078
2018-06-22_00:00:00,A,1.34375
2018-06-23_00:00:00,N,1.3027349999993
2018-06-24_00:00:00,N,1.32128900000134
2018-06-25_00:00:00,N,1.36230400000022
2018-06-26_00:00:00,N,1.3027349999993
2018-06-27_00:00:00,A,1.3222650000007
2018-06-28_00:00:00,N,1.38574299999891
2018-06-29_00:00:00,B,1.30956999999944
2018-06-30_00:00:00,A,1.16406200000165
2018-07-01_00:00:00,N,1.14257899999939
2018-07-02_00:00:00,A,1.16308500000014
2018-07-03_00:00:00,N,1.12890700000025
2018-07-04_00:00:00,N,1.10839800000031
2018-07-05_00:00:00,B,1.15429699999913
2018-07-06_00:00:00,A,1.12011700000039
2018-07-07_00:00:00,N,1.09765599999992
2018-07-08_00:00:00,A,1.0996099999993
2018-07-09_00:00:00,A,1.10253899999952
2018-07-10_00:00:00,N,1.04492200000095
2018-07-11_00:00:00,A,1.04980400000022
2018-07-12_00:00:00,A,1.03222699999969
2018-07-13_00:00:00,B,1.02831999999944
2018-07-14_00:00:00,N,1.01464900000065
2018-07-15_00:00:00,A,1.02246100000048
2018-07-16_00:00:00,A,1.07714800000031
2018-07-17_00:00:00,A,1.08105499999874
2018-07-18_00:00:00,A,1.09863299999961
2018-07-19_00:00:00,N,1.09765599999992
2018-07-20_00:00:00,B,1.08300800000143
2018-07-21_00:00:00,B,1.09081999999944
2018-07-22_00:00:00,N,1.10546900000009
2018-07-23_00:00:00,A,1.10644499999944
2018-07-24_00:00:00,A,1.01171900000009
2018-07-25_00:00:00,B,1.07519500000126
2018-07-26_00:00:00,B,1.04296899999827
2018-07-27_00:00:00,N,0.986328000000867
2018-07-28_00:00:00,A,0.95605500000056
2018-07-29_00:00:00,N,0.959960999998657
2018-07-30_00:00:00,N,0.959961000000476
2018-07-31_00:00:00,N,0.684569999999439
2018-08-01_00:00:00,N,0.90625
2018-08-02_00:00:00,B,0.884766000001036
2018-08-03_00:00:00,B,0.845702999999048
2018-08-04_00:00:00,B,0.825195000001258
2018-08-05_00:00:00,N,0.789061999999831
2018-08-06_00:00:00,N,0.810546999999133
2018-08-07_00:00:00,B,0.80761800000073
2018-08-08_00:00:00,N,0.832030999999915
2018-08-09_00:00:00,B,0.876952999999048
2018-08-10_00:00:00,N,0.907226000001174
2018-08-11_00:00:00,A,0.90625
2018-08-12_00:00:00,N,0.902344000000085
2018-08-13_00:00:00,B,0.933594000000085
2018-08-14_00:00:00,A,0.926757999999609
2018-08-15_00:00:00,A,0.953125
2018-08-16_00:00:00,B,0.941405999999915
2018-08-17_00:00:00,A,0.991211000000476
2018-08-18_00:00:00,B,0.952148000000307
2018-08-19_00:00:00,B,0.965820999999778
2018-08-20_00:00:00,A,0.957030999999915
2018-08-21_00:00:00,A,0.954101999999693
2018-08-22_00:00:00,A,0.919921000000613
2018-08-23_00:00:00,B,0.915038999999524
2018-08-24_00:00:00,N,0.942382999999609
2018-08-25_00:00:00,A,0.995117000000391
2018-08-26_00:00:00,A,1.01464899999883
2018-08-27_00:00:00,A,1.04882800000087
2018-08-28_00:00:00,B,1.03027300000031
2018-08-29_00:00:00,N,1.04003999999986
2018-08-30_00:00:00,A,1.07421799999975
2018-08-31_00:00:00,N,1.08496100000048
2018-09-01_00:00:00,A,1.04785199999969
2018-09-02_00:00:00,A,1.12597599999936
2018-09-03_00:00:00,A,1.20800800000143
2018-09-04_00:00:00,N,1.21581999999944
2018-09-05_00:00:00,A,1.19043000000056
2018-09-06_00:00:00,N,1.17871099999866
2018-09-07_00:00:00,A,1.17578099999992
2018-09-08_00:00:00,A,1.07714900000065
2018-09-09_00:00:00,A,1.15527300000031
2018-09-10_00:00:00,N,1.26953099999992
2018-09-11_00:00:00,B,1.25781300000017
2018-09-12_00:00:00,N,1.27148399999896
2018-09-13_00:00:00,N,1.26171900000009
2018-09-14_00:00:00,B,1.19921900000009
2018-09-15_00:00:00,B,1.1503900000007
2018-09-16_00:00:00,B,1.19238299999961
2018-09-17_00:00:00,B,1.28613299999961
2018-09-18_00:00:00,N,1.28222699999969
2018-09-19_00:00:00,A,1.27148400000078
2018-09-20_00:00:00,A,1.26855500000056
2018-09-21_00:00:00,N,1.22363299999961
2018-09-22_00:00:00,N,1.109375
2018-09-23_00:00:00,A,0.214842999999746
2014-10-02_00:00:00,A,0.319946000000073
2014-10-03_00:00:00,A,0.329956000000038
2014-10-04_00:00:00,B,0.280029000000013
2014-10-05_00:00:00,A,0.31005899999991
2014-10-06_00:00:00,A,0.390014999999948
2014-10-07_00:00:00,B,0.409912000000077
2014-10-08_00:00:00,N,0.40002400000003
2014-10-09_00:00:00,N,0.40002400000003
2014-10-10_00:00:00,N,0.390014999999948
2014-10-11_00:00:00,A,0.34997599999997
2014-10-12_00:00:00,B,0.369995000000017
2014-10-13_00:00:00,A,0.380004999999983
2014-10-14_00:00:00,A,0.40002400000003
2014-10-15_00:00:00,A,0.419922000000042
2014-10-16_00:00:00,A,0.420043999999962
2014-10-17_00:00:00,N,0.40002400000003
2014-10-18_00:00:00,N,0.34997599999997
2014-10-19_00:00:00,N,0.380004999999983
2014-10-20_00:00:00,N,0.390014000000065
2014-10-21_00:00:00,A,0.429932000000008
2014-10-22_00:00:00,A,0.460082999999941
2014-10-23_00:00:00,B,0.5
2014-10-24_00:00:00,N,0.429932000000008
2014-10-25_00:00:00,N,0.380004999999983
2014-10-26_00:00:00,N,0.40002400000003
2014-10-27_00:00:00,A,0.420043999999962
2014-10-28_00:00:00,B,0.419922000000042
2014-10-29_00:00:00,N,0.420043999999962
2014-10-30_00:00:00,B,0.420043999999962
2014-10-31_00:00:00,A,0.469970000000103
2014-11-01_00:00:00,B,0.579956999999922
2014-11-02_00:00:00,A,0.640014000000065
2014-11-03_00:00:00,N,0.619995000000017
2014-11-04_00:00:00,N,1.21008299999994
2014-11-05_00:00:00,B,1.399903
2014-11-06_00:00:00,A,1.40002400000003
2014-11-07_00:00:00,N,1.34997599999997
2014-11-08_00:00:00,B,1.160034
2014-11-09_00:00:00,N,1.44006300000001
2014-11-10_00:00:00,N,1.28991700000006
2014-11-11_00:00:00,B,1.160034
2014-11-12_00:00:00,B,1.27001999999993
2014-11-13_00:00:00,B,1.22998000000007
2014-11-14_00:00:00,B,1.1199959999999
2014-11-15_00:00:00,A,1.28002900000001
2014-11-16_00:00:00,A,1.36999500000002
2014-11-17_00:00:00,N,1.46997099999999
2014-11-18_00:00:00,A,1.32995600000004
2014-11-19_00:00:00,A,1.38000499999998
2014-11-20_00:00:00,B,1.20007299999998
2014-11-21_00:00:00,A,0.890014999999949
2014-11-22_00:00:00,B,0.679931000000124
2014-11-23_00:00:00,B,0.719970999999987
2014-11-24_00:00:00,B,0.440063000000009
2014-11-26_00:00:00,N,2.05993699999999
2014-11-27_00:00:00,A,1.02001900000005
2014-11-28_00:00:00,B,0.75
2014-11-29_00:00:00,A,0.670043999999962
2014-11-30_00:00:00,B,1.04992700000003
2014-12-01_00:00:00,A,1.68005399999993
2014-12-02_00:00:00,B,1.95996100000002
2014-12-03_00:00:00,N,2.10009700000001
2014-12-04_00:00:00,A,1.93994199999997
2014-12-05_00:00:00,B,1.910034
2014-12-06_00:00:00,N,2.06994600000007
2014-12-07_00:00:00,A,2.04003899999998
2014-12-08_00:00:00,A,1.66992200000004
2014-12-09_00:00:00,A,2.17004399999996
2014-12-10_00:00:00,N,1.95996100000002
2014-12-11_00:00:00,B,1.55004899999994
2014-12-12_00:00:00,A,1.82995600000004
2014-12-13_00:00:00,A,1.56005899999991
2014-12-14_00:00:00,A,1.72998000000007
2014-12-15_00:00:00,B,1.76000999999997
2014-12-16_00:00:00,A,1.77001900000005
2014-12-17_00:00:00,N,1.57995600000004
2014-12-18_00:00:00,N,1.54003899999998
2014-12-19_00:00:00,N,1.42993200000001
2014-12-20_00:00:00,N,1.34008799999992
2014-12-21_00:00:00,N,1.72998000000007
2014-12-22_00:00:00,A,2.09997599999997
2014-12-23_00:00:00,A,2.05004899999994
2014-12-24_00:00:00,N,2.09997500000009
2014-12-25_00:00:00,N,1.55993699999999
2014-12-26_00:00:00,B,1.53002900000001
2014-12-27_00:00:00,N,1.59997599999997
2014-12-28_00:00:00,B,2.07006799999999
2014-12-29_00:00:00,N,2.65002499999991
2014-12-30_00:00:00,A,2.4699700000001
2014-12-31_00:00:00,A,2.63000499999998
2015-01-01_00:00:00,B,2.64001499999995
2015-01-02_00:00:00,A,2.52001900000005
2015-01-03_00:00:00,B,2
2015-01-04_00:00:00,N,1.50988800000005
2015-01-05_00:00:00,A,2.03002900000001
2015-01-06_00:00:00,A,2.15002499999991
2015-01-07_00:00:00,A,1.70996100000002
2015-01-08_00:00:00,A,1.89001400000007
2015-01-09_00:00:00,N,1.31005899999991
2015-01-10_00:00:00,B,1.52990700000009
2015-01-11_00:00:00,A,1.68005399999993
2015-01-12_00:00:00,A,1.96997099999999
2015-01-13_00:00:00,N,1.63000499999998
2015-01-14_00:00:00,B,1.45007299999998
2015-01-15_00:00:00,A,1.51989700000013
2015-01-16_00:00:00,A,1.87011699999994
2015-01-17_00:00:00,A,1.81994699999996
2015-01-18_00:00:00,A,2.04003899999998
2015-01-19_00:00:00,N,2.089966
2015-01-20_00:00:00,A,2.39001400000007
2015-01-21_00:00:00,A,2.35998599999993
2015-01-22_00:00:00,B,2.17004399999996
2015-01-23_00:00:00,A,0.849975000000086
2015-01-24_00:00:00,N,0
2015-01-25_00:00:00,A,0
2015-01-26_00:00:00,B,0
2015-01-27_00:00:00,N,0
2015-01-28_00:00:00,B,0
